start,goal,elapsed_sec,total_minutes,path
성환,간석,0.000101,120.0,1호선 성환 --7.0분→ 1호선 평택 --4.5분→ 1호선 지제 --4.5분→ 1호선 서정리 --3.0분→ 1호선 송탄 --3.5분→ 1호선 진위 --3.5분→ 1호선 오산 --4.0분→ 1호선 오산대 --3.0분→ 1호선 세마 --3.0분→ 1호선 병점 --4.5분→ 1호선 세류 --3.5분→ 1호선 수원 --3.0분→ 1호선 화서 --4.0분→ 1호선 성균관대 --3.5분→ 1호선 의왕 --2.5분→ 1호선 당정 --3.0분→ 1호선 군포 --3.5분→ 1호선 금정 --2.5분→ 1호선 명학 --3.0분→ 1호선 안양 --3.0분→ 1호선 관악 --2.5분→ 1호선 석수 --3.0분→ 1호선 금천구청 --2.5분→ 1호선 독산 --2.5분→ 1호선 가산디지털단지 --4.5분→ 1호선 구로 --2.5분→ 1호선 구일 --2.0분→ 1호선 개봉 --2.5분→ 1호선 오류동 --3.0분→ 1호선 온수 --2.0분→ 1호선 역곡 --2.5분→ 1호선 소사 --2.0분→ 1호선 부천 --2.5분→ 1호선 중동 --2.0분→ 1호선 송내 --2.0분→ 1호선 부개 --2.5분→ 1호선 부평 --2.5분→ 1호선 백운 --2.5분→ 1호선 동암 --2.5분→ 1호선 간석
두정,을지로4가,0.000248,124.1,1호선 두정 --4.0분→ 1호선 직산 --4.5분→ 1호선 성환 --7.0분→ 1호선 평택 --4.5분→ 1호선 지제 --4.5분→ 1호선 서정리 --3.0분→ 1호선 송탄 --3.5분→ 1호선 진위 --3.5분→ 1호선 오산 --4.0분→ 1호선 오산대 --3.0분→ 1호선 세마 --3.0분→ 1호선 병점 --4.5분→ 1호선 세류 --3.5분→ 1호선 수원 --3.0분→ 1호선 화서 --4.0분→ 1호선 성균관대 --3.5분→ 1호선 의왕 --2.5분→ 1호선 당정 --3.0분→ 1호선 군포 --3.5분→ 1호선 금정 --2.5분→ 1호선 명학 --3.0분→ 1호선 안양 --3.0분→ 1호선 관악 --2.5분→ 1호선 석수 --3.0분→ 1호선 금천구청 --2.5분→ 1호선 독산 --2.5분→ 1호선 가산디지털단지 --4.5분→ 1호선 구로 --2.0분→ 1호선 신도림 --1.1분→ 2호선 신도림 --2.5분→ 2호선 문래 --1.5분→ 2호선 영등포구청 --2.0분→ 2호선 당산 --3.0분→ 2호선 합정 --2.0분→ 2호선 홍대입구 --2.5분→ 2호선 신촌 --1.5분→ 2호선 이대 --1.5분→ 2호선 아현 --2.0분→ 2호선 충정로 --2.0분→ 2호선 시청 --2.0분→ 2호선 을지로입구 --1.5분→ 2호선 을지로3가 --1.5분→ 2호선 을지로4가
아산,성환,1.8e-05,20.5,1호선 아산 --2.5분→ 1호선 쌍용 --2.5분→ 1호선 봉명 --2.5분→ 1호선 천안 --4.5분→ 1호선 두정 --4.0분→ 1호선 직산 --4.5분→ 1호선 성환
동인천,별내별가람역,0.000144,103.7,1호선 동인천 --2.0분→ 1호선 도원 --2.0분→ 1호선 제물포 --2.0분→ 1호선 도화 --2.0분→ 1호선 주안 --2.0분→ 1호선 간석 --2.5분→ 1호선 동암 --2.5분→ 1호선 백운 --2.5분→ 1호선 부평 --2.5분→ 1호선 부개 --2.0분→ 1호선 송내 --2.0분→ 1호선 중동 --2.5분→ 1호선 부천 --2.0분→ 1호선 소사 --2.5분→ 1호선 역곡 --2.0분→ 1호선 온수 --3.0분→ 1호선 오류동 --2.5분→ 1호선 개봉 --2.0분→ 1호선 구일 --2.5분→ 1호선 구로 --2.0분→ 1호선 신도림 --2.5분→ 1호선 영등포 --2.5분→ 1호선 신길 --1.5분→ 1호선 대방 --2.5분→ 1호선 노량진 --3.5분→ 1호선 용산 --2.5분→ 1호선 남영 --3.0분→ 1호선 서울역 --2.2분→ 4호선 서울역 --2.0분→ 4호선 회현 --1.5분→ 4호선 명동 --1.5분→ 4호선 충무로 --1.5분→ 4호선 동대문역사문화공원 --1.5분→ 4호선 동대문 --2.5분→ 4호선 혜화 --2.0분→ 4호선 한성대입구 --2.0분→ 4호선 성신여대입구 --2.5분→ 4호선 길음 --2.5분→ 4호선 미아사거리 --2.5분→ 4호선 미아 --2.0분→ 4호선 수유 --2.5분→ 4호선 쌍문 --2.5분→ 4호선 창동 --2.0분→ 4호선 노원 --2.0분→ 4호선 상계 --3.0분→ 4호선 당고개 --2.5분→ 4호선 별내별가람역
쌍문,당산,9.5e-05,42.1,4호선 쌍문 --2.5분→ 4호선 수유 --2.0분→ 4호선 미아 --2.5분→ 4호선 미아사거리 --2.5분→ 4호선 길음 --2.5분→ 4호선 성신여대입구 --2.0분→ 4호선 한성대입구 --2.0분→ 4호선 혜화 --2.5분→ 4호선 동대문 --1.5분→ 4호선 동대문역사문화공원 --0.6분→ 2호선 동대문역사문화공원 --2.0분→ 2호선 을지로4가 --1.5분→ 2호선 을지로3가 --1.5분→ 2호선 을지로입구 --2.0분→ 2호선 시청 --2.0분→ 2호선 충정로 --2.0분→ 2호선 아현 --1.5분→ 2호선 이대 --1.5분→ 2호선 신촌 --2.5분→ 2호선 홍대입구 --2.0분→ 2호선 합정 --3.0분→ 2호선 당산
녹번,영등포시장,7e-05,34.0,3호선 녹번 --2.5분→ 3호선 홍제 --2.0분→ 3호선 무악재 --2.0분→ 3호선 독립문 --2.5분→ 3호선 경복궁 --2.0분→ 3호선 안국 --2.0분→ 3호선 종로3가 --1.6분→ 5호선 종로3가 --2.2분→ 5호선 광화문 --2.0분→ 5호선 서대문 --1.5분→ 5호선 충정로 --1.8분→ 5호선 애오개 --1.8분→ 5호선 공덕 --1.7분→ 5호선 마포 --2.5분→ 5호선 여의나루 --1.8분→ 5호선 여의도 --2.0분→ 5호선 신길 --2.0분→ 5호선 영등포시장
녹천,양재,8.9e-05,50.4,1호선 녹천 --2.0분→ 1호선 창동 --1.2분→ 4호선 창동 --2.5분→ 4호선 쌍문 --2.5분→ 4호선 수유 --2.0분→ 4호선 미아 --2.5분→ 4호선 미아사거리 --2.5분→ 4호선 길음 --2.5분→ 4호선 성신여대입구 --2.0분→ 4호선 한성대입구 --2.0분→ 4호선 혜화 --2.5분→ 4호선 동대문 --1.5분→ 4호선 동대문역사문화공원 --1.5분→ 4호선 충무로 --0.2분→ 3호선 충무로 --2.0분→ 3호선 동대입구 --1.5분→ 3호선 약수 --1.5분→ 3호선 금호 --1.5분→ 3호선 옥수 --2.5분→ 3호선 압구정 --2.5분→ 3호선 신사 --2.0분→ 3호선 잠원 --2.0분→ 3호선 고속터미널 --2.5분→ 3호선 교대 --2.5분→ 3호선 남부터미터널 --2.5분→ 3호선 양재
아현,석수,7.4e-05,32.1,2호선 아현 --1.5분→ 2호선 이대 --1.5분→ 2호선 신촌 --2.5분→ 2호선 홍대입구 --2.0분→ 2호선 합정 --3.0분→ 2호선 당산 --2.0분→ 2호선 영등포구청 --1.5분→ 2호선 문래 --2.5분→ 2호선 신도림 --1.1분→ 1호선 신도림 --2.0분→ 1호선 구로 --4.5분→ 1호선 가산디지털단지 --2.5분→ 1호선 독산 --2.5분→ 1호선 금천구청 --3.0분→ 1호선 석수
광나루,제물포,0.00017,86.9,5호선 광나루 --2.3분→ 5호선 아차산 --2.0분→ 5호선 군자 --2.2분→ 5호선 장한평 --2.2분→ 5호선 답십리 --2.2분→ 5호선 마장 --1.5분→ 5호선 왕십리 --1.2분→ 2호선 왕십리 --1.5분→ 2호선 상왕십리 --1.5분→ 2호선 신당 --2.0분→ 2호선 동대문역사문화공원 --0.6분→ 4호선 동대문역사문화공원 --1.5분→ 4호선 충무로 --1.5분→ 4호선 명동 --1.5분→ 4호선 회현 --2.0분→ 4호선 서울역 --2.2분→ 1호선 서울역 --3.0분→ 1호선 남영 --2.5분→ 1호선 용산 --3.5분→ 1호선 노량진 --2.5분→ 1호선 대방 --1.5분→ 1호선 신길 --2.5분→ 1호선 영등포 --2.5분→ 1호선 신도림 --2.0분→ 1호선 구로 --2.5분→ 1호선 구일 --2.0분→ 1호선 개봉 --2.5분→ 1호선 오류동 --3.0분→ 1호선 온수 --2.0분→ 1호선 역곡 --2.5분→ 1호선 소사 --2.0분→ 1호선 부천 --2.5분→ 1호선 중동 --2.0분→ 1호선 송내 --2.0분→ 1호선 부개 --2.5분→ 1호선 부평 --2.5분→ 1호선 백운 --2.5분→ 1호선 동암 --2.5분→ 1호선 간석 --2.0분→ 1호선 주안 --2.0분→ 1호선 도화 --2.0분→ 1호선 제물포
화서,덕정,0.000179,122.2,1호선 화서 --4.0분→ 1호선 성균관대 --3.5분→ 1호선 의왕 --2.5분→ 1호선 당정 --3.0분→ 1호선 군포 --3.5분→ 1호선 금정 --4.0분→ 4호선 금정 --3.5분→ 4호선 범계 --2.0분→ 4호선 평촌 --2.5분→ 4호선 인덕원 --3.5분→ 4호선 정부과천청사 --2.0분→ 4호선 과천 --2.0분→ 4호선 대공원 --2.0분→ 4호선 경마공원 --2.0분→ 4호선 선바위 --3.0분→ 4호선 남태령 --2.5분→ 4호선 사당 --2.5분→ 4호선 이수 --2.5분→ 4호선 동작 --3.5분→ 4호선 이촌 --2.5분→ 4호선 신용산 --1.5분→ 4호선 삼각지 --2.0분→ 4호선 숙대입구 --2.0분→ 4호선 서울역 --2.0분→ 4호선 회현 --1.5분→ 4호선 명동 --1.5분→ 4호선 충무로 --1.5분→ 4호선 동대문역사문화공원 --1.5분→ 4호선 동대문 --2.5분→ 4호선 혜화 --2.0분→ 4호선 한성대입구 --2.0분→ 4호선 성신여대입구 --2.5분→ 4호선 길음 --2.5분→ 4호선 미아사거리 --2.5분→ 4호선 미아 --2.0분→ 4호선 수유 --2.5분→ 4호선 쌍문 --2.5분→ 4호선 창동 --1.2분→ 1호선 창동 --2.5분→ 1호선 방학 --2.0분→ 1호선 도봉 --2.0분→ 1호선 도봉산 --3.0분→ 1호선 망월사 --2.5분→ 1호선 회룡 --2.5분→ 1호선 의정부 --2.5분→ 1호선 가능 --2.0분→ 1호선 녹양 --2.5분→ 1호선 양주 --5.0분→ 1호선 덕계 --3.5분→ 1호선 덕정
영등포구청,까치산,3.8e-05,9.3,5호선 영등포구청 --1.7분→ 5호선 양평 --1.8분→ 5호선 오목교 --1.8분→ 5호선 목동 --1.7분→ 5호선 신정 --2.3분→ 5호선 까치산
수리산,양천구청,7.4e-05,42.6,4호선 수리산 --2.0분→ 4호선 산본 --4.5분→ 4호선 금정 --4.0분→ 1호선 금정 --2.5분→ 1호선 명학 --3.0분→ 1호선 안양 --3.0분→ 1호선 관악 --2.5분→ 1호선 석수 --3.0분→ 1호선 금천구청 --2.5분→ 1호선 독산 --2.5분→ 1호선 가산디지털단지 --4.5분→ 1호선 구로 --2.0분→ 1호선 신도림 --1.1분→ 2호선 신도림 --2.5분→ 2호선 도림천 --3.0분→ 2호선 양천구청
미아,금천구청,0.000145,53.7,4호선 미아 --2.5분→ 4호선 미아사거리 --2.5분→ 4호선 길음 --2.5분→ 4호선 성신여대입구 --2.0분→ 4호선 한성대입구 --2.0분→ 4호선 혜화 --2.5분→ 4호선 동대문 --1.5분→ 4호선 동대문역사문화공원 --1.5분→ 4호선 충무로 --1.5분→ 4호선 명동 --1.5분→ 4호선 회현 --2.0분→ 4호선 서울역 --2.2분→ 1호선 서울역 --3.0분→ 1호선 남영 --2.5분→ 1호선 용산 --3.5분→ 1호선 노량진 --2.5분→ 1호선 대방 --1.5분→ 1호선 신길 --2.5분→ 1호선 영등포 --2.5분→ 1호선 신도림 --2.0분→ 1호선 구로 --4.5분→ 1호선 가산디지털단지 --2.5분→ 1호선 독산 --2.5분→ 1호선 금천구청
광명,부천,2.8e-05,31.5,1호선 광명 --5.5분→ 1호선 금천구청 --2.5분→ 1호선 독산 --2.5분→ 1호선 가산디지털단지 --4.5분→ 1호선 구로 --2.5분→ 1호선 구일 --2.0분→ 1호선 개봉 --2.5분→ 1호선 오류동 --3.0분→ 1호선 온수 --2.0분→ 1호선 역곡 --2.5분→ 1호선 소사 --2.0분→ 1호선 부천
송정,까치산,2e-05,10.2,5호선 송정 --2.0분→ 5호선 마곡 --2.2분→ 5호선 발산 --2.0분→ 5호선 우장산 --2.0분→ 5호선 화곡 --2.0분→ 5호선 까치산
사당,당고개,0.000114,52.5,4호선 사당 --2.5분→ 4호선 이수 --2.5분→ 4호선 동작 --3.5분→ 4호선 이촌 --2.5분→ 4호선 신용산 --1.5분→ 4호선 삼각지 --2.0분→ 4호선 숙대입구 --2.0분→ 4호선 서울역 --2.0분→ 4호선 회현 --1.5분→ 4호선 명동 --1.5분→ 4호선 충무로 --1.5분→ 4호선 동대문역사문화공원 --1.5분→ 4호선 동대문 --2.5분→ 4호선 혜화 --2.0분→ 4호선 한성대입구 --2.0분→ 4호선 성신여대입구 --2.5분→ 4호선 길음 --2.5분→ 4호선 미아사거리 --2.5분→ 4호선 미아 --2.0분→ 4호선 수유 --2.5분→ 4호선 쌍문 --2.5분→ 4호선 창동 --2.0분→ 4호선 노원 --2.0분→ 4호선 상계 --3.0분→ 4호선 당고개
영등포시장,성환,0.000192,97.3,5호선 영등포시장 --1.7분→ 5호선 영등포구청 --1.5분→ 2호선 영등포구청 --1.5분→ 2호선 문래 --2.5분→ 2호선 신도림 --1.1분→ 1호선 신도림 --2.0분→ 1호선 구로 --4.5분→ 1호선 가산디지털단지 --2.5분→ 1호선 독산 --2.5분→ 1호선 금천구청 --3.0분→ 1호선 석수 --2.5분→ 1호선 관악 --3.0분→ 1호선 안양 --3.0분→ 1호선 명학 --2.5분→ 1호선 금정 --3.5분→ 1호선 군포 --3.0분→ 1호선 당정 --2.5분→ 1호선 의왕 --3.5분→ 1호선 성균관대 --4.0분→ 1호선 화서 --3.0분→ 1호선 수원 --3.5분→ 1호선 세류 --4.5분→ 1호선 병점 --3.0분→ 1호선 세마 --3.0분→ 1호선 오산대 --4.0분→ 1호선 오산 --3.5분→ 1호선 진위 --3.5분→ 1호선 송탄 --3.0분→ 1호선 서정리 --4.5분→ 1호선 지제 --4.5분→ 1호선 평택 --7.0분→ 1호선 성환
정부과천청사,양평,6.8e-05,39.2,4호선 정부과천청사 --2.0분→ 4호선 과천 --2.0분→ 4호선 대공원 --2.0분→ 4호선 경마공원 --2.0분→ 4호선 선바위 --3.0분→ 4호선 남태령 --2.5분→ 4호선 사당 --1.0분→ 2호선 사당 --2.5분→ 2호선 낙성대 --2.0분→ 2호선 서울대입구 --1.5분→ 2호선 봉천 --2.0분→ 2호선 신림 --2.5분→ 2호선 신대방 --2.0분→ 2호선 구로디지털단지 --2.0분→ 2호선 대림 --3.0분→ 2호선 신도림 --2.5분→ 2호선 문래 --1.5분→ 2호선 영등포구청 --1.5분→ 5호선 영등포구청 --1.7분→ 5호선 양평
뚝섬,역곡,0.000129,50.4,2호선 뚝섬 --2.0분→ 2호선 한양대 --2.0분→ 2호선 왕십리 --1.5분→ 2호선 상왕십리 --1.5분→ 2호선 신당 --2.0분→ 2호선 동대문역사문화공원 --0.6분→ 4호선 동대문역사문화공원 --1.5분→ 4호선 충무로 --1.5분→ 4호선 명동 --1.5분→ 4호선 회현 --2.0분→ 4호선 서울역 --2.2분→ 1호선 서울역 --3.0분→ 1호선 남영 --2.5분→ 1호선 용산 --3.5분→ 1호선 노량진 --2.5분→ 1호선 대방 --1.5분→ 1호선 신길 --2.5분→ 1호선 영등포 --2.5분→ 1호선 신도림 --2.0분→ 1호선 구로 --2.5분→ 1호선 구일 --2.0분→ 1호선 개봉 --2.5분→ 1호선 오류동 --3.0분→ 1호선 온수 --2.0분→ 1호선 역곡
애오개,백석,0.00011,49.6,5호선 애오개 --1.8분→ 5호선 충정로 --1.5분→ 5호선 서대문 --2.0분→ 5호선 광화문 --2.2분→ 5호선 종로3가 --1.6분→ 3호선 종로3가 --2.0분→ 3호선 안국 --2.0분→ 3호선 경복궁 --2.5분→ 3호선 독립문 --2.0분→ 3호선 무악재 --2.0분→ 3호선 홍제 --2.5분→ 3호선 녹번 --2.0분→ 3호선 불광 --2.0분→ 3호선 연신내 --2.5분→ 3호선 구파발 --3.5분→ 3호선 지축 --2.0분→ 3호선 삼송 --2.5분→ 3호선 원흥 --3.0분→ 3호선 원당 --3.5분→ 3호선 화정 --3.0분→ 3호선 대곡 --3.5분→ 3호선 백석
선릉,금호,3.6e-05,19.6,2호선 선릉 --2.0분→ 2호선 역삼 --1.5분→ 2호선 강남 --2.0분→ 2호선 교대 --1.1분→ 3호선 교대 --2.5분→ 3호선 고속터미널 --2.0분→ 3호선 잠원 --2.0분→ 3호선 신사 --2.5분→ 3호선 압구정 --2.5분→ 3호선 옥수 --1.5분→ 3호선 금호
마천,화곡,0.000121,70.7,5호선 마천 --2.0분→ 5호선 거여 --1.8분→ 5호선 개롱 --1.7분→ 5호선 오금 --0.9분→ 3호선 오금 --1.5분→ 3호선 경찰병원 --1.5분→ 3호선 가락시장 --2.5분→ 3호선 수서 --2.5분→ 3호선 일원 --2.0분→ 3호선 대청 --2.0분→ 3호선 학여울 --1.5분→ 3호선 대치 --1.5분→ 3호선 도곡 --2.0분→ 3호선 매봉 --2.5분→ 3호선 양재 --2.5분→ 3호선 남부터미터널 --2.5분→ 3호선 교대 --1.1분→ 2호선 교대 --1.5분→ 2호선 서초 --2.5분→ 2호선 방배 --3.0분→ 2호선 사당 --2.5분→ 2호선 낙성대 --2.0분→ 2호선 서울대입구 --1.5분→ 2호선 봉천 --2.0분→ 2호선 신림 --2.5분→ 2호선 신대방 --2.0분→ 2호선 구로디지털단지 --2.0분→ 2호선 대림 --3.0분→ 2호선 신도림 --2.5분→ 2호선 도림천 --3.0분→ 2호선 양천구청 --3.5분→ 2호선 신정네거리 --3.0분→ 2호선 까치산 --0.2분→ 5호선 까치산 --2.0분→ 5호선 화곡
상록수,뚝섬,0.000167,73.6,4호선 상록수 --3.5분→ 4호선 반월 --2.5분→ 4호선 대야미 --3.5분→ 4호선 수리산 --2.0분→ 4호선 산본 --4.5분→ 4호선 금정 --3.5분→ 4호선 범계 --2.0분→ 4호선 평촌 --2.5분→ 4호선 인덕원 --3.5분→ 4호선 정부과천청사 --2.0분→ 4호선 과천 --2.0분→ 4호선 대공원 --2.0분→ 4호선 경마공원 --2.0분→ 4호선 선바위 --3.0분→ 4호선 남태령 --2.5분→ 4호선 사당 --2.5분→ 4호선 이수 --2.5분→ 4호선 동작 --3.5분→ 4호선 이촌 --2.5분→ 4호선 신용산 --1.5분→ 4호선 삼각지 --2.0분→ 4호선 숙대입구 --2.0분→ 4호선 서울역 --2.0분→ 4호선 회현 --1.5분→ 4호선 명동 --1.5분→ 4호선 충무로 --1.5분→ 4호선 동대문역사문화공원 --0.6분→ 2호선 동대문역사문화공원 --2.0분→ 2호선 신당 --1.5분→ 2호선 상왕십리 --1.5분→ 2호선 왕십리 --2.0분→ 2호선 한양대 --2.0분→ 2호선 뚝섬
종각,영등포시장,7.7e-05,22.5,1호선 종각 --2.5분→ 1호선 시청 --1.4분→ 2호선 시청 --2.0분→ 2호선 충정로 --3.0분→ 5호선 충정로 --1.8분→ 5호선 애오개 --1.8분→ 5호선 공덕 --1.7분→ 5호선 마포 --2.5분→ 5호선 여의나루 --1.8분→ 5호선 여의도 --2.0분→ 5호선 신길 --2.0분→ 5호선 영등포시장
